id,name,external_id,full_name
128639,"Limwanasthian, Todwasat",sr:player:1402431,Todwasat Limwanasthian
128640,"Lezon, Pawel",sr:player:1548635,Pawel Lezon
128641,"Tasa, Korawich",sr:player:872828,Korawich Tasa
128642,"Misak, Patrik",sr:player:121859,Patrik Misak
128643,"Thu, Aung",sr:player:1728309,Aung Thu
128644,"Trela, Dariusz",sr:player:67595,Dariusz Trela
128645,"Dangda, Teerasil",sr:player:195872,Teerasil Dangda
128646,"Budzilek, Lukasz",sr:player:71149,Lukasz Budzilek
128647,"Kraisorn, Adisak",sr:player:328357,Adisak Kraisorn
128648,"Jovanovic, Vlastimir",sr:player:55785,Vlastimir Jovanovic
128649,"Wongderree, Sundy",sr:player:1735247,Sundy Wongderree
128650,"Matuszewski, Tomasz",sr:player:1548639,Tomasz Matuszewski
128651,"Panthong, Sorawit",sr:player:946920,Sorawit Panthong
128652,"Pawlowski, Dariusz",sr:player:1011337,Dariusz Pawlowski
128653,"Ho, Lee",sr:player:24636,Ho Lee
128654,"Mikovic, Martin",sr:player:113627,Martin Mikovic
128655,"Thinjom, Sanukran",sr:player:992761,Sanukran Thinjom
128656,"Szeliga, Bartosz",sr:player:138058,Bartosz Szeliga
128657,"Weerathep, Pomphan",sr:player:1728313,Pomphan Weerathep
128658,"Spiaczka, Bartosz",sr:player:157733,Bartosz Spiaczka
128659,"Djurovski, Mario",sr:player:50305,Mario Djurovski
128660,"Kielb, Jacek",sr:player:60738,Jacek Kielb
128661,"Deeprom, Prakit",sr:player:551978,Prakit Deeprom
128662,"Gutkovskis, Vladislavs",sr:player:157429,Vladislavs Gutkovskis
128663,"Saengthopho, Sakunchai",sr:player:1353100,Sakunchai Saengthopho
128664,"Slaby, Kamil",sr:player:156136,Kamil Slaby
128665,"Chappuis, Charyl",sr:player:109432,Charyl Yannick Chappuis
128666,"Kupczak, Mateusz",sr:player:120927,Mateusz Kupczak
128667,"Intanee, Patcharapol",sr:player:1728315,Patcharapol Intanee
128668,"Sadzawicki, Dominik",sr:player:316262,Dominik Sadzawicki
128669,"Limraksa, Phituckchai",sr:player:1735243,Phituckchai Limraksa
128670,"Grzelak, Rafal",sr:player:54421,Rafal Grzelak
128671,"Phadungchok, Prasit",sr:player:554378,Prasit Phadungchok
128672,"Purece, Florin",sr:player:87940,Florin Flavius Purece
128673,"Santos, Celio",sr:player:133797,Celio Ferreira dos Santos
128674,"Szymonowicz, Dawid",sr:player:316334,Dawid Szymonowicz
128675,"Sawatlakhorn, Wattanakorn",sr:player:1735245,Wattanakorn Sawatlakhorn
128676,"Iwanicki, Krzysztof",sr:player:1548633,Krzysztof Iwanicki
128677,"Promsupa, Saringkan",sr:player:885240,Saringkan Promsupa
128678,"Skoras, Michal",sr:player:1091640,Michal Skoras
128679,"Kulasuwan, Pitakpong",sr:player:804710,Pitakpong Kulasuwan
128680,"Putivtsev, Artem",sr:player:109004,Artem Putivtsev
128681,"Playnum, Wattana",sr:player:954496,Wattana Playnum
128682,"Szarek, Przemyslaw",sr:player:316300,Przemyslaw Szarek
128683,"Chatthong, Siroch",sr:player:1031199,Siroch Chatthong
128684,"Lezon, Michal",sr:player:1548631,Michal Lezon
128685,"Kayem, Weerawut",sr:player:552024,Weerawut Kayem
128686,"Morys, Patryk",sr:player:1548637,Patryk Morys
128687,"Peenakatapho, Suporn",sr:player:1728317,Suporn Peenakatapho
128688,"Promlee, Putthipong",sr:player:1105463,Putthipong Promlee
128689,"Palangwan, Saranyu",sr:player:1504199,Saranyu Palangwan
128690,"Alomerovic, Zlatan",sr:player:102982,Zlatan Alomerovic
128691,"Nunes, Joao",sr:player:190135,Joao Aniceto Grandela Nunes
128692,"Vitoria, Steven",sr:player:59574,Steven de Sousa Vitoria
128693,"Kubicki, Jaroslaw",sr:player:559968,Jaroslaw Kubicki
128694,"Mak, Michal",sr:player:120944,Michal Mak
128695,"Lipski, Patryk",sr:player:770285,Patryk Lipski
128696,"Vikri, Egy Maulana",sr:player:1295562,Egy Maulana Vikri
128697,"Michalak, Konrad",sr:player:944696,Konrad Michalak
128698,"Kuciak, Dusan",sr:player:29301,Dusan Kuciak
128699,"Haraslin, Lukas",sr:player:325121,Lukas Haraslin
128700,"Arak, Jakub",sr:player:853440,Jakub Arak
128701,"Fila, Karol",sr:player:1101017,Karol Fila
128702,"Mikolajewski, Daniel",sr:player:1011339,Daniel Mikolajewski
128703,"Mladenovic, Filip",sr:player:126680,Filip Mladenovic
128704,"Wojtkowiak, Grzegorz",sr:player:41318,Grzegorz Wojtkowiak
128705,"Nalepa, Michal",sr:player:1246396,Michal Nalepa
128706,"Augustyn, Blazej",sr:player:20642,Blazej Augustyn
128707,"Wolski, Rafal",sr:player:137135,Rafal Wolski
128708,"Paixao, Flavio",sr:player:78646,Flavio Emanuel Lopes Paixao
128709,"Zukowski, Mateusz",sr:player:118515,Mateusz Zukowski
128710,"Lewandowski, Mateusz",sr:player:95363,Mateusz Lewandowski
128711,"Lukasik, Daniel",sr:player:138209,Daniel Lukasik
128712,"Makowski, Tomasz",sr:player:935206,Tomasz Makowski
128713,"Dymerski, Filip",sr:player:1724664,Filip Dymerski
128714,"Wozniak, Maciej",sr:player:1421699,Maciej Wozniak
128715,"Sopocko, Mateusz",sr:player:1505547,Mateusz Sopocko
128716,"Petk, Adrian",sr:player:1653077,Adrian Petk
128717,"Sobiech, Artur",sr:player:45444,Artur Sobiech
128718,"Butland, Jack",sr:player:98448,Jack Butland
128719,"Bauer, Moritz",sr:player:157433,Moritz Bauer
128720,"Allen, Joe",sr:player:20602,Joe Allen
128721,"Williams, Ashley",sr:player:20204,Ashley Williams
128722,"Ince, Tom",sr:player:122663,Thomas Paul Ince
128723,"Etebo, Oghenekaro",sr:player:986295,Oghenekaro Peter Etebo
128724,"Afobe, Benik",sr:player:98437,Benik Tunani Afobe
128725,"Vokes, Sam",sr:player:19633,Samuel Michael Vokes
128726,"McClean, James",sr:player:41631,James Joseph McClean
128727,"Tymon, Josh",sr:player:953266,Josh Lewis Tymon
128728,"Batth, Danny",sr:player:90121,Daniel Batth
128729,"Martins Indi, Bruno",sr:player:116947,Rolando Mximiliano Martins Indi
128730,"Adam, Charlie",sr:player:9360,Charlie Adam
128731,"Shawcross, Ryan",sr:player:27314,Ryan Shawcross
128732,"Diouf, Mame",sr:player:22481,Mame Biram Diouf
128733,"Berahino, Saido",sr:player:111962,Saido Berahino
128734,"Clucas, Sam",sr:player:74440,Samuel Raymond Clucas
128735,"Fletcher, Darren",sr:player:765,Darren Fletcher
128736,"Krkic, Bojan",sr:player:25929,Bojan Krkic Perez
128737,"Haugaard, Jakob",sr:player:150201,Jakob Haugaard
128738,"Edwards, Tom",sr:player:1100205,Tom Edwards
128739,"Verlinden, Thibaud",sr:player:936450,Thibaud Verlinden
128740,"Federici, Adam",sr:player:13159,Adam Jay Federici
128741,"Sorensen, Lasse",sr:player:935540,Lasse Sorensen
128742,"Shenton, Oliver",sr:player:780222,Oliver Shenton
128743,"Collins, Nathan",sr:player:1069190,Nathan Michael Collins
128744,"Woods, Ryan",sr:player:162863,Ryan Michael Woods
128745,"Jarvis, Daniel",sr:player:1731729,Daniel Jarvis
128746,"Arrizabalaga, Kepa",sr:player:232422,Kepa Arrizabalaga Revuelta
128747,"Rudiger, Antonio",sr:player:142622,Antonio Rudiger
128748,"Alonso, Marcos",sr:player:69408,Marcos Alonso Mendoza
128749,Jorginho,sr:player:132874,Jorge Luiz Frello Filho
128750,"Drinkwater, Daniel",sr:player:54330,Daniel Noel Drinkwater
128751,"Kante, N&apos;Golo",sr:player:234148,N'Golo Kante
128752,"Barkley, Ross",sr:player:98435,Ross Barkley
128753,"Higuain, Gonzalo",sr:player:19438,Gonzalo Gerardo Higuain
128754,"Hazard, Eden",sr:player:27583,Eden Hazard
128755,Pedro,sr:player:35428,Pedro Eliezer Rodriguez Ledesma
128756,"Heaton, Tom",sr:player:18122,Thomas David Heaton
128757,"Loftus-Cheek, Ruben",sr:player:284441,Ruben Loftus-Cheek
128758,"Lowton, Matthew",sr:player:67507,Matthew Lowton
128759,"Caballero, Willy",sr:player:52741,Wilfredo Daniel Caballero Lazcano
128760,"Kovacic, Mateo",sr:player:136710,Mateo Kovacic
128761,"Taylor, Charlie",sr:player:166381,Charlie James Taylor
128762,"Giroud, Olivier",sr:player:39070,Olivier Giroud
128763,"Cork, Jack",sr:player:20993,Jack Frank Porteous Cork
128764,"Hudson-Odoi, Callum",sr:player:1089772,Callum James Hudson Odoi
128765,"Zappacosta, Davide",sr:player:132318,Davide Zappacosta
128766,"Tarkowski, James",sr:player:145188,James Tarkowski
128767,Willian,sr:player:31417,Willian Borges da Silva
128768,"Mee, Ben",sr:player:137774,Ben Mee
128769,"Cahill, Gary",sr:player:9628,Gary James Cahill
128770,"Christensen, Andreas",sr:player:186795,Andreas Bodtker Christensen
128771,"Gudmundsson, Johann",sr:player:49805,Johann Berg Gudmundsson
128772,"Azpilicueta, Cesar",sr:player:21555,Cesar Azpilicueta Tanco
128774,"Luiz, David",sr:player:21300,David Luiz Moreira Marinho
128773,"Barnes, Ashley",sr:player:27028,Ashley Barnes
128775,"Green, Robert",sr:player:836,Robert Green
128776,"Wood, Chris",sr:player:50480,Christopher Grant Wood
128777,Emerson,sr:player:155997,Emerson Palmieri dos Santos
128778,"Brady, Robbie",sr:player:117899,Robert Brady
128779,"Scott, Kyle",sr:player:369318,Kyle Scott
128780,"van Ginkel, Marco",sr:player:112794,Marco van Ginkel
128781,"Hendrick, Jeff",sr:player:115441,Jeffrey Hendrick
128782,"Ampadu, Ethan",sr:player:974231,Ethan Ampadu
128783,"Gibson, Ben",sr:player:115432,Ben Gibson
128784,"Cumming, Jamie",sr:player:936110,Jamie Andrew Cumming
128785,"Guehi, Marc",sr:player:936120,Addji Keaninkin Marc Isreal Guehi
128786,"Mceachran, George",sr:player:936130,George James McEachran
128787,"Bulka, Marcin",sr:player:1243200,Marcin Bulka
128788,"Crouch, Peter",sr:player:917,Peter Crouch
128789,"Defour, Steven",sr:player:5942,Steven Defour
128790,"Westwood, Ashley",sr:player:49647,Ashley Roy Westwood
128791,"Hart, Joe",sr:player:16817,Charles Joseph John Hart
128792,"Lindegaard, Anders",sr:player:8391,Anders Rosenkrantz Lindegaard
128793,"Ward, Stephen",sr:player:20752,Stephen Robert Ward
128794,"Lennon, Aaron",sr:player:9692,Aaron Lennon
128795,"Bardsley, Phil",sr:player:768,Phillip Anthony Bardsley
128796,"Vydra, Matej",sr:player:58488,Matej Vydra
128797,"Long, Kevin",sr:player:96116,Kevin Finbarr Long
128798,"Pope, Nick",sr:player:162653,Nicholas David Pope
128799,"Legzdins, Adam",sr:player:17537,Adam Legzdins
128800,"McNeil, Dwight",sr:player:1484502,Dwight McNeil
128801,"Driscoll-Glennon, Anthony",sr:player:1298276,Anthony Driscoll-Glennon
128802,"Benson, Josh",sr:player:936998,Josh Benson
128803,"Lossl, Jonas",sr:player:37514,Jonas Lossl
128804,"Smith, Tommy",sr:player:305314,Thomas George Smith
128805,"Kongolo, Terence",sr:player:138837,Terence Kongolo
128806,"Hogg, Jonathan",sr:player:101393,Jonathan Hogg
128807,"Bacuna, Juninho",sr:player:799510,Juninho Bacuna
128808,"Billing, Philip",sr:player:548660,Philip Anyanwu Billing
128809,"Kachunga, Elias",sr:player:114066,Elias Kachunga
128810,"Mooy, Aaron",sr:player:104813,Aaron Frank Mooy
128811,"Diakhaby, Adama",sr:player:1020203,Adama Diakhaby
128812,"Hamer, Ben",sr:player:16807,Ben Hamer
128813,"Coleman, Joel",sr:player:344873,Joel Coleman
128814,"Lowe, Chris",sr:player:38547,Chris Lowe
128815,"Ahearne-Grant, Karlan",sr:player:609596,Karlan Ahearne-Grant
128816,"Mbenza, Isaac",sr:player:799800,Isaac Mbenza
128817,"Williams, Daniel",sr:player:1233204,Daniel Williams
128818,"Depoitre, Laurent",sr:player:171235,Laurent Depoitre
128819,"Pritchard, Alex",sr:player:180009,Alex Pritchard
128820,"Mounie, Steve",sr:player:345035,Steve Mounie
128821,"Jorgensen, Mathias",sr:player:26404,Mathias Jattah-Njie Jorgensen
128822,"Schindler, Christopher",sr:player:96905,Christopher Schindler
128823,"Bravo, Claudio",sr:player:13249,Claudio Andres Bravo Munoz
128824,"Gorenc-Stankovic, Jon",sr:player:280565,Jon Gorenc-Stankovic
128825,"Walker, Kyle",sr:player:44614,Kyle Andrew Walker
128826,"Sabiri, Abdelhamid",sr:player:878898,Abdelhamid Sabiri
128827,Danilo,sr:player:124992,Danilo Luiz da Silva
128828,"Hadergjonaj, Florent",sr:player:354860,Florent Hadergjonaj
128829,"Stones, John",sr:player:152077,John Stones
128830,"Durm, Erik",sr:player:142104,Erik Durm
128831,"Sterling, Raheem",sr:player:138534,Raheem Shaquille Sterling
128832,"Duhaney, Demeaco",sr:player:937356,Demeaco Duhaney
128833,"Gundogan, Ilkay",sr:player:45853,Ilkay Gundogan
128834,"Daly, Matty",sr:player:1479406,Matthew Daly
128835,"Aguero, Sergio",sr:player:17094,Sergio Leonel Aguero del Castillo
128836,"Puncheon, Jason",sr:player:19593,Jason Puncheon
128837,"Laporte, Aymeric",sr:player:149734,Aymeric Laporte
128838,"Rowe, Aaron",sr:player:1717777,Aaron Rowe
128839,"Mangala, Eliaquim",sr:player:42892,Eliaquim Mangala
128840,"De Bruyne, Kevin",sr:player:70996,Kevin De Bruyne
128841,"Delph, Fabian",sr:player:24048,Fabian Delph
128842,"Sane, Leroy",sr:player:293519,Leroy Sane
128843,"Silva, Bernardo",sr:player:331209,Bernardo Mota Veiga de Carvalho Silva
128844,"Silva, David",sr:player:11781,David Josue Jimenez Silva
128845,"Mendy, Benjamin",sr:player:139225,Benjamin Mendy
128846,Fernandinho,sr:player:13630,Fernando Luis Roza
128847,"Mahrez, Riyad",sr:player:158213,Riyad Karim Mahrez
128848,"Otamendi, Nicolas",sr:player:74915,Nicolas Hernan Otamendi
128849,Ederson,sr:player:254491,Ederson Santana de Moraes
128850,"Grimshaw, Daniel",sr:player:937340,Daniel Grimshaw
128851,"Jesus, Gabriel",sr:player:835751,Gabriel Fernando de Jesus
128852,"Sandler, Philippe",sr:player:945388,Philippe Sandler
128853,"Zinchenko, Olexandr",sr:player:287643,Olexandr Zinchenko
128854,"Foden, Phil",sr:player:1047129,Philip Walter Foden
128855,"Muric, Arijanet",sr:player:1047063,Arijanet Muric
128856,"Garcia, Eric",sr:player:1115745,Eric Garcia Martret
128857,"Nmecha, Felix",sr:player:1337948,Felix Nmecha
128858,"Humphreys, Cameron",sr:player:769097,Cameron Humphreys-Grant
128859,"Gomes, Claudio",sr:player:1057151,Claudio Amarildo Gomes
128860,"Bernabe, Adrian",sr:player:1298050,Adrian Bernabe Garcia
128861,"Poveda, Ian",sr:player:1047157,Ian Carlo Poveda-Ocampo
128862,"Richards, Taylor",sr:player:1299442,Taylor Richards
128863,"Pickford, Jordan",sr:player:138530,Jordan Lee Pickford
128864,"Baines, Leighton",sr:player:9766,Leighton Baines
128865,"Keane, Michael",sr:player:110846,Michael Keane
128866,"Zouma, Kurt",sr:player:139227,Kurt Zouma
128867,"Jagielka, Phil",sr:player:10507,Phil Jagielka
128868,"Gomes, Andre",sr:player:235460,Andre Filipe Tavares Gomes
128869,"Sigurdsson, Gylfi",sr:player:43192,Gylfi Thor Sigurdsson
128870,"Walcott, Theo",sr:player:10501,Theo Walcott
128871,"Digne, Lucas",sr:player:96538,Lucas Digne
128872,"Mina, Yerry",sr:player:354376,Yerry Fernando Mina Gonzalez
128873,"Tosun, Cenk",sr:player:72127,Cenk Tosun
128874,"McCarthy, James",sr:player:39283,James McCarthy
128875,"Gueye, Idrissa",sr:player:106337,Idrissa Gana Gueye
128876,"Schneiderlin, Morgan",sr:player:27009,Morgan Schneiderlin
128877,Bernard,sr:player:241488,Bernard Anicio Caldeira Duarte
128878,"Stekelenburg, Maarten",sr:player:1941,Maarten Stekelenburg
128879,"Coleman, Seamus",sr:player:76632,Seamus Coleman
128880,"Davies, Tom",sr:player:769103,Tom Davies
128881,"Calvert-Lewin, Dominic",sr:player:372344,Dominic Nathaniel Calvert-Lewin
128882,Richarlison,sr:player:992069,Richarlison de Andrade
128883,"Lookman, Ademola",sr:player:926658,Ademola Olajide Lookman
128884,"Virginia, Joao",sr:player:936352,Joao Manuel Neves Virginia
128885,"Hewelt, Mateusz",sr:player:855600,Mateusz Hewelt
128886,"Kenny, Jonjoe",sr:player:361310,Jonjoe Kenny
128887,"Speroni, Julian",sr:player:631,Julian Speroni
128888,"Ward, Joel",sr:player:39183,Joel Ward
128889,"Van Aanholt, Patrick",sr:player:74577,Patrick John Miguel van Aanholt
128890,"Milivojevic, Luka",sr:player:50294,Luka Milivojevic
128891,"Tomkins, James",sr:player:32124,James Oliver Charles Tomkins
128892,"Dann, Scott",sr:player:20278,Scott Dann
128893,"Meyer, Max",sr:player:187431,Maximilian Meyer
128894,"Kouyate, Cheikhou",sr:player:45944,Cheikhou Kouyate
128895,"Townsend, Andros",sr:player:47992,Andros Darryl Townsend
128896,"Zaha, Wilfried",sr:player:111850,Dazet Wilfried Armel Zaha
128897,"Sakho, Mamadou",sr:player:21134,Mamadou Sakho
128898,"Hennessey, Wayne",sr:player:16620,Wayne Robert Hennessey
128899,"Ayew, Jordan",sr:player:103045,Jordan Pierre Ayew
128900,"Schlupp, Jeffrey",sr:player:148710,Jeffrey Schlupp
128901,"Benteke, Christian",sr:player:45970,Christian Benteke Liolo
128902,"McArthur, James",sr:player:39282,James McArthur
128903,"Wickham, Connor",sr:player:50485,Connor Wickham
128904,"Perri, Lucas",sr:player:1121667,Lucas Estella Perri
128905,"Batshuayi, Michy",sr:player:147745,Michy Batshuayi
128906,"Sako, Bakary",sr:player:51455,Bakary Sako
128907,"Souare, Pape",sr:player:84686,Pape N'Diaye Souare
128908,"Dreher, Luke",sr:player:985145,Luke Dreher
128909,"Wan-Bissaka, Aaron",sr:player:1086144,Aaron Wan-Bissaka
128910,"McGregor, Giovanni",sr:player:1577342,Giovanni McGregor
128911,"Guaita, Vicente",sr:player:32023,Vicente Guaita Panadero
128912,"Tavares, Nikola",sr:player:1743633,Nikola Tavares
128913,"Inniss, Ryan",sr:player:190845,Ryan Inniss
128914,"Kelly, Martin",sr:player:39472,Martin Ronald Kelly
128915,"Woods, Sam",sr:player:1577344,Sam Woods
128916,"Boruc, Artur",sr:player:8994,Artur Boruc
128917,Tupper. Joe,sr:player:1692711,Joe Tupper
128918,"Francis, Simon",sr:player:15152,Simon Charles Francis
128919,"Riedewald, Jairo",sr:player:285989,Jairo Riedewald
128920,"Cook, Steve",sr:player:42707,Steve Anthony Cook
128921,"Gosling, Dan",sr:player:19343,Dan Gosling
128922,"Ake, Nathan",sr:player:149663,Nathan Benjamin Ake
128923,"Surman, Andrew",sr:player:14695,Andrew Surman
128924,"Lerma, Jefferson",sr:player:355796,Jefferson Andres Lerma Solis
128925,"Mousset, Lys",sr:player:377108,Lys Mousset
128926,"Ibe, Jordon",sr:player:185955,Jordon Ibe
128927,"Daniels, Charlie",sr:player:21501,Charlie Daniels
128928,"Wilson, Callum",sr:player:113956,Callum Wilson
128929,"Smith, Adam",sr:player:44566,Adam Smith
128930,"Cook, Lewis",sr:player:548188,Lewis John Cook
128931,"King, Joshua",sr:player:100621,Joshua Christian Kojo King
128932,"Stanislas, Junior",sr:player:44823,Junior Stanislas
128933,"Brooks, David",sr:player:1056631,David Brooks
128934,"Salguero, Diego Rico",sr:player:350560,Diego Rico Salguero
128935,"Hyndman, Emerson",sr:player:583558,Emerson Hyndman
128936,"Clyne, Nathaniel",sr:player:43215,Nathaniel Edwin Clyne
128937,"Fraser, Ryan",sr:player:138261,Ryan Fraser
128938,"Simpson, Jack",sr:player:953286,Jack Simpson
128939,"Begovic, Asmir",sr:player:13918,Asmir Begovic
128940,"Taylor, Kyle",sr:player:1399463,Kyle Taylor
128941,"Solanke, Dominic",sr:player:361420,Dominic Ayodele Solanke-Mitchell
128942,"Mepham, Chris",sr:player:1089958,Christopher James Mepham
128943,"Butcher, Matt",sr:player:939344,Matthew David Butcher
128944,"Travers, Mark",sr:player:934536,Mark Travers
128945,"Surridge, Sam",sr:player:940680,Sam William Surridge
128946,"Ofoborh, Nnamdi",sr:player:1577466,Nathan Nnamdi Benjamin Ofoborh
128947,"McCarthy, Alex",sr:player:45502,Alex McCarthy
128948,"Yoshida, Maya",sr:player:24248,Maya Yoshida
128949,"Vestergaard, Jannik",sr:player:120538,Jannik Vestergaard
128950,"Stephens, Jack",sr:player:134361,Jack Stephens
128951,"Long, Shane",sr:player:10486,Shane Patrick Long
128952,"Ings, Danny",sr:player:130181,Daniel William John Ings
128953,"Austin, Charlie",sr:player:97905,Charlie Austin
128954,"Elyounoussi, Mohamed",sr:player:119151,Mohamed Amine Elyounoussi
128955,"Romeu, Oriol",sr:player:69416,Oriol Romeu Vidal
128956,"Gallagher, Sam",sr:player:362704,Samuel James Gallagher
128957,"Ward-Prowse, James",sr:player:161717,James Ward Prowse
128958,"Armstrong, Stuart",sr:player:117083,Stuart Armstrong
128959,"Lemina, Mario",sr:player:307284,Mario Rene Junior Lemina
128960,"Bertrand, Ryan",sr:player:20756,Ryan Dominic Bertrand
128961,"Redmond, Nathan",sr:player:115346,Nathan Redmond
128962,"Hojbjerg, Pierre",sr:player:149593,Pierre Emile Hojbjerg
128963,"Gunn, Angus",sr:player:227946,Angus Fraser James Gunn
128964,"Jones, Alfie",sr:player:1244740,Alfie Jones
128965,"Targett, Matt",sr:player:368134,Matthew Robert Targett
128966,"Flannigan, Jake",sr:player:800242,Jake Flannigan
128967,"Bednarek, Jan",sr:player:286085,Jan Bednarek
128968,"Sims, Josh",sr:player:548198,Joshua Sims
128969,"Valery, Yann",sr:player:936562,Yann Valery
128970,"Forster, Fraser",sr:player:19314,Fraser Gerard Forster
128971,"Johnson, Tyreke",sr:player:1652825,Tyreke Martin Johnson
128972,"Slattery, Callum",sr:player:1140090,Callum Slattery
128973,"Obafemi, Michael",sr:player:1392219,Michael Obafemi
128974,"Barnes, Marcus",sr:player:1389665,Marcus Thomas Barnes
128975,"Ramsay, Kayne",sr:player:1653557,Kayne Ramsay
128976,"De Gea, David",sr:player:69378,David De Gea Quintana
128977,"Lindelof, Victor",sr:player:143334,Victor Jorgen Nilsson Lindelof
128978,"Bailly, Eric",sr:player:606346,Eric Bertrand Bailly
128979,"Jones, Phil",sr:player:93868,Philip Anthony Jones
128980,"Pogba, Paul",sr:player:111802,Paul Labile Pogba
128981,"Sanchez, Alexis",sr:player:34120,Alexis Alejandro Sanchez
